World Rank,Institution,Country,National Rank,Total Score,Additional Score
414,University of Goettingen,Germany,4,25.0,36.3
411,Indiana University Bloomington,USA,50,24.9,13.2
410,Texas A&M University - College Station,USA,51,24.8,0
409,University of Birmingham,UK,11,24.5,23.5
408,University of Utah,USA,52,24.3,0
407,Nagoya University,Japan,5,24.1,0
407,University of Freiburg,Germany,5,24.1,23.5
405,Arizona State University - Tempe,USA,53,24.0,0
404,Lund University,Sweden,4,23.9,27.6
404,University of Iowa,USA,54,23.9,0
402,Tokyo Institute of Technology,Japan,6,23.8,15.6
402,University of Bonn,Germany,6,23.8,18.6
402,University of Strasbourg,France,4,23.8,27.6
376,Aarhus University,Denmark,2,0,14.4
376,Baylor College of Medicine,USA,55-70,0,0
376,Catholic University of Leuven,Belgium,1-4,0,0
376,Catholic University of Louvain,Belgium,1-4,0,13.2
376,Dartmouth College,USA,55-70,0,22.8
376,Emory University,USA,55-70,0,0
376,Georgia Institute of Technology,USA,55-70,0,15.6
376,Ghent University,Belgium,1-4,0,8.3
376,Hokkaido University,Japan,7,0,0
376,Mayo Medical School,USA,55-70,0,0
376,National University of Singapore,Singapore,1,0,0
376,North Carolina State University - Raleigh,USA,55-70,0,0
376,Oregon State University,USA,55-70,0,14.4
376,Swiss Federal Institute of Technology of Lausanne,Switzerland,4,0,0
376,Technion-Israel Institute of Technology,Israel,2,0,17.6
376,Tel Aviv University,Israel,2,0,0
376,The University of Georgia,USA,55-70,0,0
376,The University of Glasgow,UK,12-15,0,11.8
376,The University of Queensland,Australia,3,0,15.6
376,The University of Western Australia,Australia,3,0,16.6
376,Tufts University,USA,55-70,0,17.6
376,University Libre Bruxelles,Belgium,1-4,0,20.4
376,University of Alberta,Canada,5,0,14.4
376,University of Amsterdam,Netherlands,3,0,8.3
376,University of California, Riverside,USA,55-70,0,15.6
376,University of California, Santa Cruz,USA,55-70,0,0
376,University of Frankfurt,Germany,7-11,0,34.3
376,University of Geneva,Switzerland,4,0,27.6
376,University of Groningen,Netherlands,3,0,0
376,University of Hamburg,Germany,7-11,0,15.6
376,University of Hawaii at Manoa,USA,55-70,0,0
376,University of Illinois at Chicago,USA,55-70,0,0
376,University of Leeds,UK,12-15,0,21.2
376,University of Liverpool,UK,12-15,0,22
376,University of Massachusetts Amherst,USA,55-70,0,16.6
376,University of Massachusetts Medical School - Worcester,USA,55-70,0,0
376,University of Milan,Italy,1,0,21.2
376,University of Muenster,Germany,7-11,0,23.5
376,University of Paris Diderot (Paris 7),France,5,0,17.1
376,University of Pisa,Italy,1,0,17.6
376,University of Roma - La Sapienza,Italy,1,0,15.6
376,University of Sao Paulo,Brazil,1,0,0
376,University of Sussex,UK,12-15,0,0
376,University of Sydney,Australia,3,0,18.6
376,University of Tsukuba,Japan,7,0,0
376,University of Tuebingen,Germany,7-11,0,27.6
376,University of Virginia,USA,55-70,0,0
376,University of Wuerzburg,Germany,7-11,0,23.5
376,Weizmann Institute of Science,Israel,2,0,0
326,Cardiff University,UK,16-23,0,0
326,Colorado State University,USA,71-88,0,0
326,Delft University of Technology,Netherlands,5-9,0,14.4
326,Erasmus University,Netherlands,5-9,0,0
326,Florida State University,USA,71-88,0,0
326,Iowa State University,USA,71-88,0,0
326,Joseph Fourier University (Grenoble 1),France,6,0,0
326,Kyushu University,Japan,9,0,0
326,London School of Economics and Political Science,UK,16-23,0,18.6
326,Mount Sinai School of Medicine,USA,71-88,0,0
326,National Autonomous University of Mexico,Mexico,1,0,15.6
326,National Taiwan University,China-tw,1,0,14.4
326,Oregon Health and Science University,USA,71-88,0,0
326,Queen Mary, U. of London,UK,16-23,0,22.8
326,Radboud University Nijmegen,Netherlands,5-9,0,0
326,Seoul National University,South-Korea,1,0,0
326,State University of New York at Stony Brook,USA,71-88,0,0
326,Technical University of Denmark,Denmark,3,0,8.3
326,The University of Adelaide,Australia,6,0,18.6
326,The University of Alabama at Birmingham,USA,71-88,0,0
326,The University of Connecticut - Storrs,USA,71-88,0,14.4
326,The University of Texas Health Science Center at Houston,USA,71-88,0,0
326,The University of Texas M. D. Anderson Cancer Center,USA,71-88,0,0
326,Tsinghua University,China,1,0,13.2
326,University of Barcelona,Spain,1,0,0
326,University of Bern,Switzerland,6,0,15.6
326,University of Buenos Aires,Argentina,1,0,20.4
326,University of Cincinnati,USA,71-88,0,0
326,University of Delaware,USA,71-88,0,13.2
326,University of Durham,UK,16-23,0,0
326,University of East Anglia,UK,16-23,0,16.6
326,University of Kiel,Germany,12,0,14.4
326,University of Koeln,Germany,12,0,0
326,University of Leicester,UK,16-23,0,0
326,University of Mainz,Germany,12,0,0
326,University of Maryland, Baltimore,USA,71-88,0,0
326,University of Miami,USA,71-88,0,0
326,University of Montreal,Canada,6,0,14.4
326,University of Nebraska - Lincoln,USA,71-88,0,22
326,University of New South Wales,Australia,6,0,0
326,University of Padua,Italy,4,0,0
326,University of Paris Descartes (Paris 5),France,6,0,15.1
326,University of Southampton,UK,16-23,0,0
326,University of St Andrews,UK,16-23,0,13.2
326,University of Tennessee - Knoxville,USA,71-88,0,13.2
326,University of Turin,Italy,4,0,20.4
326,University of Vienna,Austria,1,0,19.5
326,University of Wageningen,Netherlands,5-9,0,0
326,University of Waterloo,Canada,6,0,0
326,Virginia Commonwealth University,USA,71-88,0,13.2
326,Virginia Polytechnic Institute and State University,USA,71-88,0,14.4
326,VU University Amsterdam,Netherlands,5-9,0,0
251,Autonomous University of Madrid,Spain,2,0,0
251,Ben-Gurion University of the Negev,Israel,5,0,0
251,Brandeis University,USA,89-117,0,23.5
251,Chalmers University of Technology,Sweden,5-9,0,0
251,Charles University in Prague,Czech,1,0,14.4
251,City University of Hong Kong,China-hk,1-4,0,0
251,City University of New York City College,USA,89-117,0,37.2
251,Claude Bernard University Lyon 1,France,8-12,0,14.4
251,Complutense University of Madrid,Spain,2,0,18.6
251,Dalhousie University,Canada,8-17,0,0
251,Ecole Polytechnique,France,8-12,0,21.2
251,George Mason University,USA,89-117,0,0
251,Georgetown University,USA,89-117,0,0
251,Hiroshima University,Japan,10,0,0
251,Keio University,Japan,10,0,0
251,Kobe University,Japan,10,0,0
251,Korea Advanced Institute of Science and Technology,South-Korea,2,0,0
251,Lancaster University,UK,24-33,0,0
251,Laval University,Canada,8-17,0,0
251,London School of Hygiene and Tropical Medicine,UK,24-33,0,10.2
251,Louisiana State University - Baton Rouge,USA,89-117,0,0
251,Macquarie University,Australia,8,0,0
251,Medical University of Vienna,Austria,2,0,13.2
251,Monash University,Australia,8,0,0
251,Nanjing University,China,2-6,0,0
251,National and Kapodistrian University of Athens,Greece,1,0,0
251,Newcastle University,UK,24-33,0,0
251,Norwegian University of Science and Technology,Norway,2,0,17.6
251,Paul Sabatier University (Toulouse 3),France,8-12,0,0
251,Peking University,China,2-6,0,0
251,Polytechnic Institute of Milan,Italy,6,0,10.2
251,Queen's University,Canada,8-17,0,0
251,Queen's University,UK,24-33,0,22
251,Rensselaer Polytechnic Institute,USA,89-117,0,15.6
251,Royal Institute of Technology,Sweden,5-9,0,0
251,RWTH Aachen University,Germany,15-22,0,5.9
251,Shanghai Jiao Tong University,China,2-6,0,0
251,State University of Campinas,Brazil,2,0,0
251,State University of New York at Albany,USA,89-117,0,0
251,State University of New York at Buffalo,USA,89-117,0,0
251,Swedish University of Agricultural Sciences,Sweden,5-9,0,0
251,Syracuse University,USA,89-117,0,0
251,Technical University of Berlin,Germany,15-22,0,22
251,The Chinese University of Hong Kong,China-hk,1-4,0,0
251,The George Washington University,USA,89-117,0,14.4
251,The Hong Kong University of Science and Technology,China-hk,1-4,0,0
251,The University of Auckland,New-Zealand,1,0,16.6
251,The University of Calgary,Canada,8-17,0,0
251,The University of Dundee,UK,24-33,0,0
251,The University of Hong Kong,China-hk,1-4,0,0
251,The University of New Mexico - Albuquerque,USA,89-117,0,0
251,The University of Reading,UK,24-33,0,0
251,The University of Texas Health Science Center at San Antonio,USA,89-117,0,0
251,The University of Texas Medical Branch at Galveston,USA,89-117,0,0
251,Trinity College Dublin,Ireland,1,0,14.4
251,Umea University,Sweden,5-9,0,0
251,University of Aberdeen,UK,24-33,0,0
251,University of Alaska - Fairbanks,USA,89-117,0,0
251,University of Antwerp,Belgium,5,0,0
251,University of Bath,UK,24-33,0,0
251,University of Bochum,Germany,15-22,0,0
251,University of Bologna,Italy,6,0,0
251,University of Cape Town,South-Africa,1,0,23.5
251,University of Colorado Health Science Center,USA,89-117,0,0
251,University of Erlangen-Nuremberg,Germany,15-22,0,0
251,University of Florence,Italy,6,0,0
251,University of Gothenburg,Sweden,5-9,0,0
251,University of Guelph,Canada,8-17,0,0
251,University of Halle-Wittenberg,Germany,15-22,0,5.9
251,University of Houston,USA,89-117,0,0
251,University of Kansas - Lawrence,USA,89-117,0,14.4
251,University of Karlsruhe,Germany,15-22,0,5.9
251,University of Kentucky,USA,89-117,0,13.2
251,University of Lausanne,Switzerland,7,0,0
251,University of Leipzig,Germany,15-22,0,16.6
251,University of Liege,Belgium,5,0,10.2
251,University of Manitoba,Canada,8-17,0,0
251,University of Marburg,Germany,15-22,0,16.6
251,University of Medicine and Dentistry New Jersey,USA,89-117,0,0
251,University of Missouri - Columbia,USA,89-117,0,11.8
251,University of Montpellier 2,France,8-12,0,13.2
251,University of Notre Dame,USA,89-117,0,15.6
251,University of Oregon,USA,89-117,0,13.2
251,University of Ottawa,Canada,8-17,0,0
251,University of Saskatchewan,Canada,8-17,0,11.8
251,University of Science and Technology of China,China,2-6,0,0
251,University of South Carolina - Columbia,USA,89-117,0,0
251,University of South Florida,USA,89-117,0,0
251,University of Southern Denmark,Denmark,4,0,0
251,University of the Mediterranean (Aix-Marseille 2),France,8-12,0,0
251,University of Valencia,Spain,2,0,0
251,University of Vermont,USA,89-117,0,16.6
251,University of Victoria,Canada,8-17,0,0
251,University of Warwick,UK,24-33,0,0
251,University of York,UK,24-33,0,0
251,Wake Forest University,USA,89-117,0,0
251,Washington State University - Pullman,USA,89-117,0,0
251,Wayne State University,USA,89-117,0,0
251,Western University,Canada,8-17,0,0
251,Yeshiva University,USA,89-117,0,0
251,Yonsei University,South-Korea,2,0,0
251,Zhejiang University,China,2-6,0,0
151,Aristotle University of Thessaloniki,Greece,2,0,0
151,Auburn University,USA,118-140,0,0
151,Autonomous University of Barcelona,Spain,5,0,0
151,Bar-Ilan University,Israel,6,0,0
151,Brigham Young University,USA,118-140,0,11.8
151,Carleton University,Canada,18,0,0
151,Clemson University,USA,118-140,0,0
151,Technical University Darmstadt,Germany,23-36,0,10.2
151,Dresden University of Technology,Germany,23-36,0,0
151,Ecole National Superieure Mines - Paris,France,13-18,0,17.6
151,Eindhoven University of Technology,Netherlands,10,0,0
151,Eotvos Lorand University,Hungary,1,0,18.6
151,Federal University of Rio de Janeiro,Brazil,3,0,0
151,Flinders University,Australia,10,0,18.6
151,Fudan University,China,7,0,0
151,Henri Poincare University (Nancy 1),France,13-18,0,14.4
151,Indian Institute of Science,India,1,0,0
151,Indian Institute of Technology Kharagpur,India,1,0,0
151,Indiana University-Purdue University at Indianapolis,USA,118-140,0,0
151,Industrial Physics and Chemistry Higher Educational Institution - Paris,France,13-18,0,10.2
151,Jagiellonian University,Poland,1,0,13.2
151,Jilin University,China,7,0,0
151,Kanazawa University,Japan,13-18,0,0
151,Kansas State University,USA,118-140,0,0
151,Korea University,South-Korea,4,0,0
151,Massey University,New-Zealand,2,0,0
151,Medical College of Wisconsin,USA,118-140,0,0
151,Medical University of South Carolina,USA,118-140,0,0
151,Nanyang Technological University,Singapore,2,0,0
151,National Cheng Kung University,China-tw,2,0,0
151,National Chiao Tung University,China-tw,2,0,0
151,National Tsing Hua University,China-tw,2,0,15.6
151,Niigata University,Japan,13-18,0,0
151,Okayama University,Japan,13-18,0,0
151,Pohang University of Science and Technology,South-Korea,4,0,0
151,Polytechnic University of Valencia,Spain,5,0,0
151,Royal Holloway, U. of London,UK,34-37,0,0
151,Saint Louis University,USA,118-140,0,0
151,Saint Petersburg State University,Russia,2,0,28.8
151,San Diego State University,USA,118-140,0,0
151,Scuola Normale Superiore - Pisa,Italy,9-14,0,0
151,Simon Fraser University,Canada,18,0,0
151,State University of New York Health Science Center at Brooklyn,USA,118-140,0,0
151,Stockholm School of Economics,Sweden,10,0,0
151,Sungkyunkwan University,South-Korea,4,0,0
151,Technical University of Braunschweig,Germany,23-36,0,15.6
151,Temple University,USA,118-140,0,0
151,Texas Tech University,USA,118-140,0,0
151,The Open University,UK,34-37,0,0
151,The University of Montana - Missoula,USA,118-140,0,8.3
151,The University of Texas at Dallas,USA,118-140,0,0
151,Thomas Jefferson University,USA,118-140,0,0
151,Tokyo Medical and Dental University,Japan,13-18,0,0
151,Tulane University,USA,118-140,0,0
151,University College Dublin,Ireland,2,0,0
151,University of Arkansas at Fayetteville,USA,118-140,0,0
151,University of Bayreuth,Germany,23-36,0,0
151,University of Bergen,Norway,3,0,0
151,University of Bielefeld,Germany,23-36,0,0
151,University of Bordeaux 1,France,13-18,0,8.3
151,University of Central Florida,USA,118-140,0,0
151,University of Duesseldorf,Germany,23-36,0,0
151,University of Duisburg-Essen,Germany,23-36,0,0
151,University of Essex,UK,34-37,0,16.6
151,University of Exeter,UK,34-37,0,0
151,University of Genova,Italy,9-14,0,0
151,University of Giessen,Germany,23-36,0,0
151,University of Graz,Austria,3,0,11.8
151,University of Greifswald,Germany,23-36,0,0
151,University of Innsbruck,Austria,3,0,0
151,University of Jena,Germany,23-36,0,0
151,University of Konstanz,Germany,23-36,0,0
151,University of Maastricht,Netherlands,10,0,0
151,University of Naples Federico II,Italy,9-14,0,0
151,University of Nevada - Reno,USA,118-140,0,0
151,University of New Hampshire - Durham,USA,118-140,0,0
151,University of Newcastle,Australia,10,0,0
151,University of Oklahoma - Norman,USA,118-140,0,0
151,University of Otago,New-Zealand,2,0,0
151,University of Oulu,Finland,2,0,0
151,University of Palermo,Italy,9-14,0,0
151,University of Paris Dauphine (Paris 9),France,13-18,0,0
151,University of Pavia,Italy,9-14,0,0
151,University of Perugia,Italy,9-14,0,0
151,University of Provence (Aix-Marseille 1),France,13-18,0,8.3
151,University of Regensburg,Germany,23-36,0,0
151,University of Rhode Island,USA,118-140,0,0
151,University of Stuttgart,Germany,23-36,0,16.6
151,University of Szeged,Hungary,1,0,0
151,University of the Witwatersrand,South-Africa,2,0,23.5
151,University of Turku,Finland,2,0,0
151,University of Twente,Netherlands,10,0,0
151,University of Ulm,Germany,23-36,0,0
151,University of Warsaw,Poland,1,0,16.6
151,Utah State University,USA,118-140,0,0
151,Vrije University Brussel,Belgium,7,0,16.6
151,Waseda University,Japan,13-18,0,0
151,Yamaguchi University,Japan,13-18,0,0
51,Aalto University,Finland,4,0,0
51,Birkbeck, University of London,UK,38-42,0,0
51,Boston College,USA,141-166,0,0
51,Brunel University,UK,38-42,0,0
51,Cairo University,Egypt,1,0,24.3
51,Catholic University of Chile,Chile,1,0,0
51,Chiba University,Japan,19-33,0,0
51,China Agricultural University,China,9-14,0,0
51,Drexel University,USA,141-166,0,0
51,Ecole Normale Superieure - Lyon,France,19-23,0,0
51,Ehime University,Japan,19-33,0,0
51,Federal University of Minas Gerais,Brazil,4,0,0
51,Florida International University,USA,141-166,0,0
51,Gifu University,Japan,19-33,0,0
51,Gunma University,Japan,19-33,0,0
51,Hannover Medical School,Germany,37-41,0,0
51,Hanyang University,South-Korea,7,0,0
51,Howard University,USA,141-166,0,14.4
51,International School for Advanced Studies,Italy,15-20,0,0
51,Istanbul University,Turkey,1,0,16.6
51,James Cook University,Australia,12-17,0,0
51,Juntendo University,Japan,19-33,0,0
51,Kagoshima University,Japan,19-33,0,0
51,Kumamoto University,Japan,19-33,0,0
51,La Trobe University,Australia,12-17,0,0
51,Lanzhou University,China,9-14,0,0
51,Lehigh University,USA,141-166,0,0
51,Linkoping University,Sweden,11,0,0
51,Medical College of Georgia,USA,141-166,0,0
51,Medical University of Graz,Austria,5,0,0
51,Medical University of Innsbruck,Austria,5,0,0
51,Michigan Technological University,USA,141-166,0,11.8
51,Mississippi State University,USA,141-166,0,0
51,Montana State University - Bozeman,USA,141-166,0,0
51,Murdoch University,Australia,12-17,0,0
51,Nagasaki University,Japan,19-33,0,0
51,Nankai University,China,9-14,0,0
51,Nara Institute of Science and Technology,Japan,19-33,0,0
51,National Central University,China-tw,5,0,0
51,National Yang Ming University,China-tw,5,0,0
51,New Mexico State University,USA,141-166,0,0
51,Nihon University,Japan,19-33,0,0
51,Northeastern University,USA,141-166,0,0
51,Old Dominion University,USA,141-166,0,0
51,Osaka City University,Japan,19-33,0,0
51,Osaka Prefecture University,Japan,19-33,0,0
51,Polytechnic University of Turin,Italy,15-20,0,0
51,Pusan National University,South-Korea,7,0,0
51,Saarland University,Germany,37-41,0,0
51,Sao Paulo State University,Brazil,4,0,0
51,Shandong University,China,9-14,0,0
51,Southern Methodist University,USA,141-166,0,14.4
51,Sun Yat-sen University,China,9-14,0,0
51,Swansea Univ,UK,38-42,0,0
51,The College of  William and Mary,USA,141-166,0,0
51,The Hong Kong Polytechnic University,China-hk,5,0,0
51,The University of Akron,USA,141-166,0,0
51,The University of Connecticut Health Center,USA,141-166,0,0
51,The University of Memphis,USA,141-166,0,0
51,The University of Tokushima,Japan,19-33,0,0
51,Tianjin University,China,9-14,0,0
51,Tokyo Metropolitan University,Japan,19-33,0,0
51,Tokyo University of Agriculture and Technology,Japan,19-33,0,0
51,University College Cork,Ireland,3,0,0
51,University of Bremen,Germany,37-41,0,0
51,University of Cagliari,Italy,15-20,0,0
51,University of Canterbury,New-Zealand,4,0,0
51,University of Chile,Chile,1,0,10.2
51,University of Ferrara,Italy,15-20,0,0
51,University of Fribourg,Switzerland,8,0,0
51,University of Granada,Spain,7,0,0
51,University of Haifa,Israel,7,0,0
51,University of Hannover,Germany,37-41,0,0
51,University of Idaho,USA,141-166,0,0
51,University of Jyvaskyla,Finland,4,0,0
51,University of Kansas Medical Center,USA,141-166,0,0
51,University of KwaZulu-Natal,South-Africa,3,0,0
51,University of Lille 1,France,19-23,0,0
51,University of Lisbon,Portugal,1,0,0
51,University of Ljubljana,Slovenia,1,0,0
51,University of Louisville,USA,141-166,0,0
51,University of Maine,USA,141-166,0,0
51,University of Maryland, Baltimore,USA,141-166,0,0
51,University of Nebraska Medical Center,USA,141-166,0,0
51,University of New England,Australia,12-17,0,0
51,University of Nice Sophia Antipolis,France,19-23,0,0
51,University of Porto,Portugal,1,0,0
51,University of Pretoria,South-Africa,3,0,0
51,University of Quebec,Canada,20,0,0
51,University of Rennes 1,France,19-23,0,0
51,University of Roma - Tor Vergata,Italy,15-20,0,0
51,University of Rostock,Germany,37-41,0,0
51,University of Sevilla,Spain,7,0,0
51,University of Sherbrooke,Canada,20,0,0
51,University of Siena,Italy,15-20,0,0
51,University of Strathclyde,UK,38-42,0,0
51,University of Surrey,UK,38-42,0,0
51,University of Tasmania,Australia,12-17,0,0
51,University of Tromso,Norway,4,0,0
51,University of Wisconsin - Milwaukee,USA,141-166,0,13.2
51,University of Wollongong,Australia,12-17,0,0
51,University of Wyoming,USA,141-166,0,0
51,University of Zaragoza,Spain,7,0,0
51,Victor Segalen Bordeaux 2 University,France,19-23,0,0
51,Victoria University of Wellington,New-Zealand,4,0,14.4
51,Vienna University of Technology,Austria,5,0,0
51,West Virginia University,USA,141-166,0,0
51,York University,Canada,20,0,0
