World Rank,Institution,Country,National Rank,Total Score,Additional Score
432,The University of Sheffield,UK,8,28.5,22.6
431,Case Western Reserve University,USA,42,27.9,39.2
431,Moscow State University,Russia,1,27.9,49.5
429,Leiden University,Netherlands,2,27.8,24.2
428,Purdue University - West Lafayette,USA,43,27.7,18.2
427,University of Helsinki,Finland,1,27.6,18.2
427,University of Rochester,USA,44,27.6,32
425,Tohoku University,Japan,4,27.2,18.2
425,University of Arizona,USA,45,27.2,0
423,University of Melbourne,Australia,2,26.7,14.8
422,University of Nottingham,UK,9,26.2,14.8
421,Michigan State University,USA,46,26.1,12.1
420,Boston University,USA,47,25.9,14.8
420,University of Basel,Switzerland,3,25.9,25
418,King's College London,UK,10,25.8,16
417,Stockholm University,Sweden,3,25.6,28.4
416,Brown University,USA,48,25.4,0
416,University of Goettingen,Germany,4,25.4,37.3
414,Rice University,USA,49,25.3,21
413,Texas A&M University - College Station,USA,50,25.1,0
412,Tokyo Institute of Technology,Japan,5,25,16
411,Lund University,Sweden,4,24.7,28.4
411,McMaster University,Canada,4,24.7,16
411,University of Birmingham,UK,11,24.7,24.2
408,University of Freiburg,Germany,5,24.6,24.2
407,University of Utah,USA,51,24.5,0
406,University of Iowa,USA,52,24.3,0
405,University of Strasbourg,France,3,24.2,28.4
404,Indiana University Bloomington,USA,53,24.1,13.5
403,Nagoya University,Japan,6,24,0
402,Ecole Normale Superieure - Paris,France,4,23.6,46.1
401,Arizona State University - Tempe,USA,54,23.5,0
401,University of Roma - La Sapienza,Italy,1,23.5,16
376,Aarhus University,Denmark,2,0,14.8
376,Baylor College of Medicine,USA,55-69,0,0
376,Catholic University of Leuven,Belgium,1-4,0,0
376,Catholic University of Louvain,Belgium,1-4,0,13.5
376,Dartmouth College,USA,55-69,0,23.4
376,Emory University,USA,55-69,0,0
376,Georgia Institute of Technology,USA,55-69,0,16
376,Ghent University,Belgium,1-4,0,8.6
376,Hokkaido University,Japan,7-9,0,0
376,Kyushu University,Japan,7-9,0,0
376,Mayo Medical School,USA,55-69,0,0
376,National University of Singapore,Singapore,1,0,0
376,North Carolina State University - Raleigh,USA,55-69,0,0
376,Oregon State University,USA,55-69,0,14.8
376,Swiss Federal Institute of Technology of Lausanne,Switzerland,4-5,0,0
376,Technion-Israel Institute of Technology,Israel,2-4,0,18.2
376,Tel Aviv University,Israel,2-4,0,0
376,The University of Georgia,USA,55-69,0,0
376,The University of Glasgow,UK,12-15,0,12.1
376,The University of Queensland,Australia,3-5,0,16
376,The University of Western Australia,Australia,3-5,0,17.1
376,Tufts University,USA,55-69,0,18.2
376,University Libre Bruxelles,Belgium,1-4,0,21
376,University of Alberta,Canada,5,0,14.8
376,University of Amsterdam,Netherlands,3-7,0,8.6
376,University of Bonn,Germany,6-11,0,19.1
376,University of California, Riverside,USA,55-69,0,16
376,University of California, Santa Cruz,USA,55-69,0,0
376,University of Frankfurt,Germany,6-11,0,35.3
376,University of Geneva,Switzerland,4-5,0,28.4
376,University of Groningen,Netherlands,3-7,0,0
376,University of Hamburg,Germany,6-11,0,16
376,University of Hawaii at Manoa,USA,55-69,0,0
376,University of Illinois at Chicago,USA,55-69,0,0
376,University of Leeds,UK,12-15,0,21.8
376,University of Liverpool,UK,12-15,0,22.6
376,University of Massachusetts Amherst,USA,55-69,0,17.1
376,University of Milan,Italy,2-3,0,21.8
376,University of Muenster,Germany,6-11,0,24.2
376,University of Paris Diderot (Paris 7),France,5,0,17.5
376,University of Pisa,Italy,2-3,0,18.2
376,University of Sao Paulo,Brazil,1,0,0
376,University of Sussex,UK,12-15,0,0
376,University of Sydney,Australia,3-5,0,19.1
376,University of Tsukuba,Japan,7-9,0,0
376,University of Tuebingen,Germany,6-11,0,28.4
376,University of Virginia,USA,55-69,0,0
376,University of Wuerzburg,Germany,6-11,0,24.2
376,Weizmann Institute of Science,Israel,2-4,0,0
326,Cardiff University,UK,16-22,0,0
326,Colorado State University,USA,70-87,0,0
326,Delft University of Technology,Netherlands,3-7,0,14.8
326,Florida State University,USA,70-87,0,0
326,Iowa State University,USA,70-87,0,0
326,Joseph Fourier University (Grenoble 1),France,6,0,0
326,National Autonomous University of Mexico,Mexico,1,0,16
326,National Taiwan University,China-tw,1,0,14.8
326,Newcastle University,UK,16-22,0,0
326,Oregon Health and Science University,USA,70-87,0,0
326,Queen's University,Canada,6-8,0,0
326,Seoul National University,South-Korea,1,0,0
326,State University of New York at Stony Brook,USA,70-87,0,0
326,Technical University of Denmark,Denmark,3,0,8.6
326,The University of Alabama at Birmingham,USA,70-87,0,0
326,The University of Calgary,Canada,6-8,0,0
326,The University of Connecticut - Storrs,USA,70-87,0,14.8
326,The University of Hong Kong,China-hk,1,0,0
326,The University of Texas Health Science Center at Houston,USA,70-87,0,0
326,The University of Texas M. D. Anderson Cancer Center,USA,70-87,0,0
326,Tsinghua University,China,1,0,13.5
326,University of Barcelona,Spain,1,0,0
326,University of Bern,Switzerland,6,0,16
326,University of Buenos Aires,Argentina,1,0,21
326,University of Cincinnati,USA,70-87,0,0
326,University of Delaware,USA,70-87,0,13.5
326,University of Durham,UK,16-22,0,0
326,University of East Anglia,UK,16-22,0,17.1
326,University of Florence,Italy,4-6,0,0
326,University of Kiel,Germany,12-15,0,14.8
326,University of Koeln,Germany,12-15,0,0
326,University of Leicester,UK,16-22,0,0
326,University of Leipzig,Germany,12-15,0,17.1
326,University of Mainz,Germany,12-15,0,0
326,University of Maryland, Baltimore,USA,70-87,0,0
326,University of Miami,USA,70-87,0,0
326,University of Montreal,Canada,6-8,0,14.8
326,University of Nebraska - Lincoln,USA,70-87,0,22.6
326,University of New South Wales,Australia,6,0,0
326,University of Padua,Italy,4-6,0,0
326,University of Southampton,UK,16-22,0,0
326,University of St Andrews,UK,16-22,0,13.5
326,University of Tennessee - Knoxville,USA,70-87,0,13.5
326,University of Turin,Italy,4-6,0,21
326,University of Vienna,Austria,1,0,20.1
326,University of Wageningen,Netherlands,3-7,0,0
326,Virginia Commonwealth University,USA,70-87,0,13.5
326,Virginia Polytechnic Institute and State University,USA,70-87,0,14.8
326,VU University Amsterdam,Netherlands,3-7,0,0
326,Yeshiva University,USA,70-87,0,0
251,Autonomous University of Madrid,Spain,2-3,0,0
251,Brandeis University,USA,88-118,0,24.2
251,Chalmers University of Technology,Sweden,5-9,0,0
251,Charles University in Prague,Czech,1,0,14.8
251,City University of New York City College,USA,88-118,0,38.3
251,Claude Bernard University Lyon 1,France,7-12,0,14.8
251,Complutense University of Madrid,Spain,2-3,0,19.1
251,Dalhousie University,Canada,9-16,0,0
251,Ecole Polytechnique,France,7-12,0,21.8
251,Erasmus University,Netherlands,8-9,0,0
251,George Mason University,USA,88-118,0,0
251,Georgetown University,USA,88-118,0,0
251,Hiroshima University,Japan,10-12,0,0
251,Keio University,Japan,10-12,0,0
251,Kobe University,Japan,10-12,0,0
251,Korea Advanced Institute of Science and Technology,South-Korea,2-3,0,0
251,Lancaster University,UK,23-33,0,0
251,Laval University,Canada,9-16,0,0
251,London School of Economics and Political Science,UK,23-33,0,19.1
251,London School of Hygiene and Tropical Medicine,UK,23-33,0,10.5
251,Louisiana State University - Baton Rouge,USA,88-118,0,0
251,Macquarie University,Australia,7-9,0,0
251,Medical University of Vienna,Austria,2-3,0,13.5
251,Monash University,Australia,7-9,0,0
251,Mount Sinai School of Medicine,USA,88-118,0,0
251,Norwegian University of Science and Technology,Norway,2,0,18.2
251,Paul Sabatier University (Toulouse 3),France,7-12,0,0
251,Peking University,China,2-5,0,0
251,Queen Mary, U. of London,UK,23-33,0,23.4
251,Queen's University Belfast,UK,23-33,0,22.6
251,Radboud University Nijmegen,Netherlands,8-9,0,0
251,Rensselaer Polytechnic Institute,USA,88-118,0,16
251,Royal Institute of Technology,Sweden,5-9,0,0
251,RWTH Aachen University,Germany,16-22,0,6.1
251,Shanghai Jiao Tong University,China,2-5,0,0
251,State University of New York at Albany,USA,88-118,0,0
251,State University of New York at Buffalo,USA,88-118,0,0
251,Swedish University of Agricultural Sciences,Sweden,5-9,0,0
251,Syracuse University,USA,88-118,0,0
251,Technical University of Berlin,Germany,16-22,0,22.6
251,The Chinese University of Hong Kong,China-hk,2-3,0,0
251,The George Washington University,USA,88-118,0,14.8
251,The Hong Kong University of Science and Technology,China-hk,2-3,0,0
251,The University of Adelaide,Australia,7-9,0,19.1
251,The University of Auckland,New-Zealand,1-2,0,17.1
251,The University of Dundee,UK,23-33,0,0
251,The University of New Mexico - Albuquerque,USA,88-118,0,0
251,The University of Reading,UK,23-33,0,0
251,The University of Texas Health Science Center at San Antonio,USA,88-118,0,0
251,The University of Texas Medical Branch at Galveston,USA,88-118,0,0
251,Thomas Jefferson University,USA,88-118,0,0
251,Trinity College Dublin,Ireland,1,0,14.8
251,Umea University,Sweden,5-9,0,0
251,University of Aberdeen,UK,23-33,0,0
251,University of Alaska - Fairbanks,USA,88-118,0,0
251,University of Antwerp,Belgium,5-6,0,0
251,University of Bath,UK,23-33,0,0
251,University of Bochum,Germany,16-22,0,0
251,University of Bologna,Italy,7,0,0
251,University of Cape Town,South-Africa,1,0,24.2
251,University of Colorado Health Science Center,USA,88-118,0,0
251,University of Erlangen-Nuremberg,Germany,16-22,0,0
251,University of Gothenburg,Sweden,5-9,0,0
251,University of Guelph,Canada,9-16,0,0
251,University of Halle-Wittenberg,Germany,16-22,0,6.1
251,University of Houston,USA,88-118,0,0
251,University of Innsbruck,Austria,2-3,0,0
251,University of Kansas - Lawrence,USA,88-118,0,14.8
251,University of Karlsruhe,Germany,16-22,0,6.1
251,University of Kentucky,USA,88-118,0,13.5
251,University of Lausanne,Switzerland,7,0,0
251,University of Liege,Belgium,5-6,0,10.5
251,University of Manitoba,Canada,9-16,0,0
251,University of Marburg,Germany,16-22,0,17.1
251,University of Massachusetts Medical School - Worcester,USA,88-118,0,0
251,University of Medicine and Dentistry New Jersey,USA,88-118,0,0
251,University of Missouri - Columbia,USA,88-118,0,12.1
251,University of Montpellier 2,France,7-12,0,13.5
251,University of Notre Dame,USA,88-118,0,16
251,University of Oregon,USA,88-118,0,13.5
251,University of Otago,New-Zealand,1-2,0,0
251,University of Ottawa,Canada,9-16,0,0
251,University of Paris Descartes (Paris 5),France,7-12,0,15.4
251,University of Saskatchewan,Canada,9-16,0,12.1
251,University of Science and Technology of China,China,2-5,0,0
251,University of South Carolina - Columbia,USA,88-118,0,0
251,University of South Florida,USA,88-118,0,0
251,University of Southern Denmark,Denmark,4,0,0
251,University of the Mediterranean (Aix-Marseille 2),France,7-12,0,0
251,University of Turku,Finland,2,0,0
251,University of Vermont,USA,88-118,0,17.1
251,University of Warwick,UK,23-33,0,0
251,University of Waterloo,Canada,9-16,0,0
251,University of York,UK,23-33,0,0
251,Wake Forest University,USA,88-118,0,0
251,Washington State University - Pullman,USA,88-118,0,0
251,Wayne State University,USA,88-118,0,0
251,Western University,Canada,9-16,0,0
251,Yonsei University,South-Korea,2-3,0,0
251,Zhejiang University,China,2-5,0,0
151,Aristotle University of Thessaloniki,Greece,1-2,0,0
151,Auburn University,USA,119-140,0,0
151,Bar-Ilan University,Israel,5-6,0,0
151,Ben-Gurion University of the Negev,Israel,5-6,0,0
151,Brigham Young University,USA,119-140,0,12.1
151,Carleton University,Canada,17-19,0,0
151,Chiba University,Japan,13-20,0,0
151,City University of Hong Kong,China-hk,4-5,0,0
151,Clemson University,USA,119-140,0,0
151,Technical University Darmstadt,Germany,23-36,0,10.5
151,Dresden University of Technology,Germany,23-36,0,0
151,Ecole National Superieure Mines - Paris,France,13-17,0,18.2
151,Eindhoven University of Technology,Netherlands,10-12,0,0
151,Eotvos Lorand University,Hungary,1-2,0,19.1
151,Federal University of Rio de Janeiro,Brazil,2-3,0,0
151,Fudan University,China,6-7,0,0
151,Henri Poincare University (Nancy 1),France,13-17,0,14.8
151,Indian Institute of Science,India,1,0,0
151,Indiana University-Purdue University at Indianapolis,USA,119-140,0,0
151,Industrial Physics and Chemistry Higher Educational Institution - Paris,France,13-17,0,10.5
151,Jagiellonian University,Poland,1-2,0,13.5
151,Kanazawa University,Japan,13-20,0,0
151,Kansas State University,USA,119-140,0,0
151,Korea University,South-Korea,4-6,0,0
151,La Trobe University,Australia,10-11,0,0
151,Linkoping University,Sweden,10-11,0,0
151,Medical College of Wisconsin,USA,119-140,0,0
151,Medical University of South Carolina,USA,119-140,0,0
151,Nanjing University,China,6-7,0,0
151,Nanyang Technological University,Singapore,2,0,0
151,National and Kapodistrian University of Athens,Greece,1-2,0,0
151,National Cheng Kung University,China-tw,2-3,0,0
151,National Tsing Hua University,China-tw,2-3,0,16
151,Nihon University,Japan,13-20,0,0
151,Niigata University,Japan,13-20,0,0
151,Okayama University,Japan,13-20,0,0
151,Pohang University of Science and Technology,South-Korea,4-6,0,0
151,Polytechnic Institute of Milan,Italy,8-14,0,10.5
151,Polytechnic University of Valencia,Spain,4-5,0,0
151,Royal Holloway, U. of London,UK,34-37,0,0
151,Saint Louis University,USA,119-140,0,0
151,Saint Petersburg State University,Russia,2,0,23.4
151,San Diego State University,USA,119-140,0,0
151,Scuola Normale Superiore - Pisa,Italy,8-14,0,0
151,Simon Fraser University,Canada,17-19,0,0
151,State University of Campinas,Brazil,2-3,0,0
151,State University of New York Health Science Center at Brooklyn,USA,119-140,0,0
151,Stockholm School of Economics,Sweden,10-11,0,0
151,Sungkyunkwan University,South-Korea,4-6,0,0
151,Technical University of Braunschweig,Germany,23-36,0,16
151,Temple University,USA,119-140,0,0
151,Texas Tech University,USA,119-140,0,0
151,The Hong Kong Polytechnic University,China-hk,4-5,0,0
151,The Open University,UK,34-37,0,0
151,The University of Montana - Missoula,USA,119-140,0,8.6
151,The University of Texas at Dallas,USA,119-140,0,0
151,Tokyo Medical and Dental University,Japan,13-20,0,0
151,Tulane University,USA,119-140,0,0
151,University College Dublin,Ireland,2,0,0
151,University of Arkansas at Fayetteville,USA,119-140,0,0
151,University of Bayreuth,Germany,23-36,0,0
151,University of Bergen,Norway,3,0,0
151,University of Bielefeld,Germany,23-36,0,0
151,University of Bordeaux 1,France,13-17,0,8.6
151,University of Central Florida,USA,119-140,0,0
151,University of Duesseldorf,Germany,23-36,0,0
151,University of Duisburg-Essen,Germany,23-36,0,0
151,University of Essex,UK,34-37,0,17.1
151,University of Exeter,UK,34-37,0,0
151,University of Genova,Italy,8-14,0,0
151,University of Giessen,Germany,23-36,0,0
151,University of Graz,Austria,4-5,0,12.1
151,University of Greifswald,Germany,23-36,0,0
151,University of Jena,Germany,23-36,0,0
151,University of Konstanz,Germany,23-36,0,0
151,University of Maastricht,Netherlands,10-12,0,0
151,University of Naples Federico II,Italy,8-14,0,0
151,University of Nevada - Reno,USA,119-140,0,0
151,University of New Hampshire - Durham,USA,119-140,0,0
151,University of Newcastle,Australia,10-11,0,0
151,University of Oklahoma - Norman,USA,119-140,0,0
151,University of Palermo,Italy,8-14,0,0
151,University of Paris Dauphine (Paris 9),France,13-17,0,0
151,University of Pavia,Italy,8-14,0,0
151,University of Perugia,Italy,8-14,0,0
151,University of Regensburg,Germany,23-36,0,0
151,University of Rhode Island,USA,119-140,0,0
151,University of Stuttgart,Germany,23-36,0,17.1
151,University of Szeged,Hungary,1-2,0,0
151,University of the Witwatersrand,South-Africa,2,0,24.2
151,University of Twente,Netherlands,10-12,0,0
151,University of Ulm,Germany,23-36,0,0
151,University of Valencia,Spain,4-5,0,0
151,University of Victoria,Canada,17-19,0,0
151,University of Warsaw,Poland,1-2,0,17.1
151,Utah State University,USA,119-140,0,0
151,Vienna University of Technology,Austria,4-5,0,0
151,Vrije University Brussel,Belgium,7,0,17.1
151,Waseda University,Japan,13-20,0,0
151,Yamaguchi University,Japan,13-20,0,0
51,Aalto University,Finland,3-5,0,0
51,Autonomous University of Barcelona,Spain,6-9,0,0
51,Bangor University,UK,38-43,0,0
51,Boston College,USA,141-167,0,0
51,Brunel University,UK,38-43,0,0
51,Cairo University,Egypt,1,0,25
51,Drexel University,USA,141-167,0,0
51,Ecole Normale Superieure - Lyon,France,18-21,0,0
51,Ehime University,Japan,21-32,0,0
51,Flinders University,Australia,12-16,0,0
51,Gifu University,Japan,21-32,0,0
51,Gunma University,Japan,21-32,0,0
51,Hannover Medical School,Germany,37-40,0,0
51,Hanyang University,South-Korea,7-9,0,0
51,Howard University,USA,141-167,0,14.8
51,Indian Institute of Technology Kharagpur,India,2,0,0
51,International School for Advanced Studies,Italy,15-23,0,0
51,James Cook University,Australia,12-16,0,0
51,Jilin University,China,8-9,0,0
51,Juntendo University,Japan,21-32,0,0
51,Kagoshima University,Japan,21-32,0,0
51,Kumamoto University,Japan,21-32,0,0
51,Kyungpook National University,South-Korea,7-9,0,0
51,Lehigh University,USA,141-167,0,0
51,Loughborough University,UK,38-43,0,0
51,Louisiana State University Health Sciences Center,USA,141-167,0,0
51,Massey University,New-Zealand,3-5,0,0
51,Medical College of Georgia,USA,141-167,0,0
51,Medical University of Graz,Austria,6-7,0,0
51,Medical University of Innsbruck,Austria,6-7,0,0
51,Michigan Technological University,USA,141-167,0,12.1
51,Mississippi State University,USA,141-167,0,0
51,Montana State University - Bozeman,USA,141-167,0,0
51,Murdoch University,Australia,12-16,0,0
51,Nagasaki University,Japan,21-32,0,0
51,Nara Institute of Science and Technology,Japan,21-32,0,0
51,National Chiao Tung University,China-tw,4-5,0,0
51,National Yang Ming University,China-tw,4-5,0,0
51,New Jersey Institute of Technology,USA,141-167,0,0
51,New Mexico State University,USA,141-167,0,0
51,Northeastern University,USA,141-167,0,0
51,Osaka Prefecture University,Japan,21-32,0,0
51,Polytechnic University of Turin,Italy,15-23,0,0
51,Pusan National University,South-Korea,7-9,0,0
51,Saarland University,Germany,37-40,0,0
51,Sao Paulo State University,Brazil,4,0,0
51,Shandong University,China,8-9,0,0
51,Southern Methodist University,USA,141-167,0,14.8
51,Swansea Univ,UK,38-43,0,0
51,The College of  William and Mary,USA,141-167,0,0
51,The Royal Veterinary and Agricultural University,Denmark,5,0,0
51,The University of Akron,USA,141-167,0,0
51,The University of Connecticut Health Center,USA,141-167,0,0
51,The University of Memphis,USA,141-167,0,0
51,The University of Tokushima,Japan,21-32,0,0
51,Tokyo Metropolitan University,Japan,21-32,0,0
51,Tokyo University of Agriculture and Technology,Japan,21-32,0,0
51,University College Cork,Ireland,3,0,0
51,University of Arkansas at Little Rock,USA,141-167,0,0
51,University of Bari,Italy,15-23,0,0
51,University of Bradford,UK,38-43,0,0
51,University of Bremen,Germany,37-40,0,0
51,University of Cagliari,Italy,15-23,0,0
51,University of Canterbury,New-Zealand,3-5,0,0
51,University of Chile,Chile,1,0,10.5
51,University of Ferrara,Italy,15-23,0,0
51,University of Fribourg,Switzerland,8,0,0
51,University of Granada,Spain,6-9,0,0
51,University of Haifa,Israel,7,0,0
51,University of Idaho,USA,141-167,0,0
51,University of Jyvaskyla,Finland,3-5,0,0
51,University of KwaZulu-Natal,South-Africa,3-4,0,0
51,University of Louisville,USA,141-167,0,0
51,University of Maine,USA,141-167,0,0
51,University of Maryland, Baltimore County,USA,141-167,0,0
51,University of Mississippi,USA,141-167,0,0
51,University of Nebraska Medical Center,USA,141-167,0,0
51,University of New England,Australia,12-16,0,0
51,University of Nice Sophia Antipolis,France,18-21,0,0
51,University of Oulu,Finland,3-5,0,0
51,University of Parma,Italy,15-23,0,0
51,University of Pretoria,South-Africa,3-4,0,0
51,University of Provence (Aix-Marseille 1),France,18-21,0,8.6
51,University of Quebec,Canada,20-22,0,0
51,University of Roma - Tor Vergata,Italy,15-23,0,0
51,University of Rostock,Germany,37-40,0,0
51,University of Sevilla,Spain,6-9,0,0
51,University of Sherbrooke,Canada,20-22,0,0
51,University of Siena,Italy,15-23,0,0
51,University of Surrey,UK,38-43,0,0
51,University of Tasmania,Australia,12-16,0,0
51,University of Tennessee Health Science Center,USA,141-167,0,0
51,University of Trieste,Italy,15-23,0,0
51,University of Tromso,Norway,4,0,0
51,University of Wyoming,USA,141-167,0,0
51,University of Zaragoza,Spain,6-9,0,0
51,Victor Segalen Bordeaux 2 University,France,18-21,0,0
51,Victoria University of Wellington,New-Zealand,3-5,0,14.8
51,West Virginia University,USA,141-167,0,0
51,York University,Canada,20-22,0,0
