World Rank,Institution,Country,National Rank,Total Score,Additional Score
436,University of Oslo,Norway,1,28.5,22.5
432,Brown University,USA,43,28.4,16.4
431,Ecole Normale Superieure - Paris,France,3,28.1,52.1
430,Osaka University,Japan,3,27.8,10.9
429,Leiden University,Netherlands,2,27.7,21.9
429,University of Helsinki,Finland,1,27.7,16.4
427,Boston University,USA,44,27.3,13.4
426,University of Melbourne,Australia,2,27.2,13.4
425,Uppsala University,Sweden,2,27.1,22.5
424,Moscow State University,Russia,1,26.9,47.9
424,University of Arizona,USA,45,26.9,0
424,University of Rochester,USA,45,26.9,28.9
421,University of Utah,USA,47,26.6,0
420,The University of Sheffield,UK,9,26.3,20.4
419,Nagoya University,Japan,4,26.0,25
418,University of Nottingham,UK,10,25.9,13.4
417,Tohoku University,Japan,5,25.8,16.4
416,University of Basel,Switzerland,3,25.6,22.5
415,Michigan State University,USA,48,25.5,10.9
414,Case Western Reserve University,USA,49,25.3,35.4
413,Stockholm University,Sweden,3,25.2,25.6
413,Texas A&M University - College Station,USA,50,25.2,0
411,University of Goettingen,Germany,4,24.9,33.7
410,McMaster University,Canada,4,24.6,14.5
410,University of Virginia,USA,51,24.6,0
408,Indiana University Bloomington,USA,52,24.4,12.2
407,Arizona State University - Tempe,USA,53,24.3,0
407,University of Birmingham,UK,11,24.3,21.9
407,University of Sydney,Australia,3,24.3,17.3
404,Aarhus University,Denmark,2,24.2,13.4
403,University of Bonn,Germany,5,24.1,17.3
402,Rice University,USA,54,23.9,18.9
401,Emory University,USA,55,23.8,0
376,Baylor College of Medicine,USA,56-70,0,0
376,Catholic University of Leuven,Belgium,1-4,0,0
376,Catholic University of Louvain,Belgium,1-4,0,12.2
376,Dartmouth College,USA,56-70,0,21.2
376,Georgia Institute of Technology,USA,56-70,0,14.5
376,Ghent University,Belgium,1-4,0,7.7
376,Lund University,Sweden,4,0,25.6
376,Mayo Medical School,USA,56-70,0,0
376,National Taiwan University,China-tw,1,0,13.4
376,National University of Singapore,Singapore,1,0,0
376,North Carolina State University - Raleigh,USA,56-70,0,0
376,Oregon State University,USA,56-70,0,13.4
376,Swiss Federal Institute of Technology of Lausanne,Switzerland,4-5,0,0
376,Technion-Israel Institute of Technology,Israel,2-3,0,16.4
376,Tel Aviv University,Israel,2-3,0,0
376,The University of Georgia,USA,56-70,0,0
376,The University of Glasgow,UK,12-15,0,10.9
376,The University of Queensland,Australia,4-5,0,14.5
376,The University of Western Australia,Australia,4-5,0,15.5
376,Tokyo Institute of Technology,Japan,6,0,14.5
376,Tufts University,USA,56-70,0,16.4
376,University Libre Bruxelles,Belgium,1-4,0,18.9
376,University of Alberta,Canada,5-6,0,13.4
376,University of Amsterdam,Netherlands,3-6,0,7.7
376,University of California Riverside,USA,56-70,0,14.5
376,University of California Santa Cruz,USA,56-70,0,0
376,University of Frankfurt,Germany,6-11,0,35
376,University of Freiburg,Germany,6-11,0,21.9
376,University of Geneva,Switzerland,4-5,0,25.6
376,University of Groningen,Netherlands,3-6,0,0
376,University of Hawaii at Manoa,USA,56-70,0,0
376,University of Iowa,USA,56-70,0,0
376,University of Leeds,UK,12-15,0,19.7
376,University of Liverpool,UK,12-15,0,20.4
376,University of Mainz,Germany,6-11,0,0
376,University of Massachusetts Amherst,USA,56-70,0,15.5
376,University of Massachusetts Medical School - Worcester,USA,56-70,0,0
376,University of Miami,USA,56-70,0,0
376,University of Milan,Italy,1-3,0,19.7
376,University of Montreal,Canada,5-6,0,13.4
376,University of Muenster,Germany,6-11,0,21.9
376,University of Paris Diderot (Paris 7),France,4-5,0,15.9
376,University of Pisa,Italy,1-3,0,16.4
376,University of Roma - La Sapienza,Italy,1-3,0,14.5
376,University of Sao Paulo,Brazil,1,0,0
376,University of Strasbourg,France,4-5,0,25.6
376,University of Sussex,UK,12-15,0,0
376,University of Tuebingen,Germany,6-11,0,25.6
376,University of Wageningen,Netherlands,3-6,0,0
376,University of Wuerzburg,Germany,6-11,0,21.9
376,VU University Amsterdam,Netherlands,3-6,0,0
326,Cardiff University,UK,16-23,0,0
326,Colorado State University,USA,71-90,0,0
326,Delft University of Technology,Netherlands,7-9,0,13.4
326,Erasmus University,Netherlands,7-9,0,0
326,Florida State University,USA,71-90,0,0
326,George Mason University,USA,71-90,0,0
326,Hokkaido University,Japan,7-9,0,0
326,Iowa State University,USA,71-90,0,0
326,Joseph Fourier University (Grenoble 1),France,6-7,0,0
326,Kyushu University,Japan,7-9,0,0
326,Mount Sinai School of Medicine,USA,71-90,0,0
326,National Autonomous University of Mexico,Mexico,1,0,14.5
326,Oregon Health and Science University,USA,71-90,0,0
326,Queen Mary U. of London,UK,16-23,0,21.2
326,Radboud University Nijmegen,Netherlands,7-9,0,0
326,Seoul National University,South-Korea,1,0,0
326,State University of New York at Stony Brook,USA,71-90,0,0
326,Technical University of Denmark,Denmark,3,0,7.7
326,The University of Alabama at Birmingham,USA,71-90,0,0
326,The University of Connecticut - Storrs,USA,71-90,0,13.4
326,The University of Texas Health Science Center at Houston,USA,71-90,0,0
326,The University of Texas M. D. Anderson Cancer Center,USA,71-90,0,0
326,University of Barcelona,Spain,1,0,0
326,University of Bern,Switzerland,6,0,14.5
326,University of Buenos Aires,Argentina,1,0,18.9
326,University of Cincinnati,USA,71-90,0,0
326,University of Colorado at Denver,USA,71-90,0,0
326,University of Delaware,USA,71-90,0,12.2
326,University of Durham,UK,16-23,0,0
326,University of East Anglia,UK,16-23,0,15.5
326,University of Hamburg,Germany,12-14,0,14.5
326,University of Illinois at Chicago,USA,71-90,0,0
326,University of Kiel,Germany,12-14,0,13.4
326,University of Koeln,Germany,12-14,0,0
326,University of Leicester,UK,16-23,0,0
326,University of Maryland Baltimore,USA,71-90,0,0
326,University of Nebraska - Lincoln,USA,71-90,0,20.4
326,University of New South Wales,Australia,6,0,0
326,University of Padua,Italy,4,0,0
326,University of Paris Descartes (Paris 5),France,6-7,0,14
326,University of Southampton,UK,16-23,0,0
326,University of St Andrews,UK,16-23,0,12.2
326,University of Tennessee - Knoxville,USA,71-90,0,12.2
326,University of Tsukuba,Japan,7-9,0,0
326,University of Vienna,Austria,1,0,18.1
326,University of Warwick,UK,16-23,0,0
326,Virginia Commonwealth University,USA,71-90,0,12.2
326,Virginia Polytechnic Institute and State University,USA,71-90,0,13.4
326,Weizmann Institute of Science,Israel,4,0,0
251,Autonomous University of Madrid,Spain,2-4,0,0
251,Brandeis University,USA,91-112,0,21.9
251,Charles University in Prague,Czech,1,0,13.4
251,Claude Bernard University Lyon 1,France,8-14,0,13.4
251,Complutense University of Madrid,Spain,2-4,0,17.3
251,Dalhousie University,Canada,7-18,0,0
251,Ecole Polytechnique,France,8-14,0,19.7
251,Industrial Physics and Chemistry Higher Educational Institution - Paris,France,8-14,0,9.5
251,Keio University,Japan,10-11,0,0
251,Kobe University,Japan,10-11,0,0
251,Korea Advanced Institute of Science and Technology,South-Korea,2-3,0,0
251,Lancaster University,UK,24-33,0,0
251,Laval University,Canada,7-18,0,0
251,London School of Economics and Political Science,UK,24-33,0,17.3
251,London School of Hygiene and Tropical Medicine,UK,24-33,0,9.5
251,Louisiana State University - Baton Rouge,USA,91-112,0,0
251,Macquarie University,Australia,7-9,0,0
251,Medical University of Vienna,Austria,2-3,0,12.2
251,Monash University,Australia,7-9,0,0
251,Nanjing University,China,1-6,0,0
251,National and Kapodistrian University of Athens,Greece,1,0,0
251,National Cheng Kung University,China-tw,2-3,0,0
251,National Tsing Hua University,China-tw,2-3,0,14.5
251,Newcastle University,UK,24-33,0,0
251,Norwegian University of Science and Technology,Norway,2-3,0,16.4
251,Paul Sabatier University (Toulouse 3),France,8-14,0,0
251,Peking University,China,1-6,0,0
251,Queen's University,Canada,7-18,0,0
251,Queen's University Belfast,UK,24-33,0,20.4
251,Rensselaer Polytechnic Institute,USA,91-112,0,14.5
251,Royal Institute of Technology,Sweden,5-7,0,0
251,RWTH Aachen University,Germany,15-24,0,5.5
251,Shanghai Jiao Tong University,China,1-6,0,0
251,Simon Fraser University,Canada,7-18,0,0
251,State University of Campinas,Brazil,2,0,0
251,State University of New York at Albany,USA,91-112,0,0
251,State University of New York at Buffalo,USA,91-112,0,0
251,Technical University of Berlin,Germany,15-24,0,20.4
251,The Chinese University of Hong Kong,China-hk,1-3,0,0
251,The George Washington University,USA,91-112,0,13.4
251,The Hong Kong University of Science and Technology,China-hk,1-3,0,0
251,The University of Adelaide,Australia,7-9,0,17.3
251,The University of Auckland,New-Zealand,1-2,0,15.5
251,The University of Calgary,Canada,7-18,0,0
251,The University of Dundee,UK,24-33,0,0
251,The University of Hong Kong,China-hk,1-3,0,0
251,The University of New Mexico - Albuquerque,USA,91-112,0,0
251,The University of Reading,UK,24-33,0,0
251,The University of Texas Health Science Center at San Antonio,USA,91-112,0,0
251,Trinity College Dublin,Ireland,1,0,13.4
251,Tsinghua University,China,1-6,0,12.2
251,Umea University,Sweden,5-7,0,0
251,University of Aberdeen,UK,24-33,0,0
251,University of Antwerp,Belgium,5-6,0,0
251,University of Bath,UK,24-33,0,0
251,University of Bergen,Norway,2-3,0,0
251,University of Bochum,Germany,15-24,0,0
251,University of Bologna,Italy,5-7,0,0
251,University of Bordeaux 1,France,8-14,0,7.7
251,University of Cape Town,South-Africa,1,0,21.9
251,University of Central Florida,USA,91-112,0,0
251,University of Duesseldorf,Germany,15-24,0,13.4
251,University of Erlangen-Nuremberg,Germany,15-24,0,0
251,University of Florence,Italy,5-7,0,0
251,University of Gothenburg,Sweden,5-7,0,0
251,University of Guelph,Canada,7-18,0,0
251,University of Halle-Wittenberg,Germany,15-24,0,5.5
251,University of Houston,USA,91-112,0,0
251,University of Innsbruck,Austria,2-3,0,0
251,University of Kansas - Lawrence,USA,91-112,0,13.4
251,University of Karlsruhe,Germany,15-24,0,5.5
251,University of Kentucky,USA,91-112,0,12.2
251,University of Lausanne,Switzerland,7,0,0
251,University of Leipzig,Germany,15-24,0,15.5
251,University of Liege,Belgium,5-6,0,9.5
251,University of Manitoba,Canada,7-18,0,0
251,University of Marburg,Germany,15-24,0,15.5
251,University of Medicine and Dentistry New Jersey,USA,91-112,0,0
251,University of Missouri - Columbia,USA,91-112,0,10.9
251,University of Montpellier 2,France,8-14,0,12.2
251,University of Notre Dame,USA,91-112,0,14.5
251,University of Oregon,USA,91-112,0,12.2
251,University of Otago,New-Zealand,1-2,0,0
251,University of Ottawa,Canada,7-18,0,0
251,University of Saskatchewan,Canada,7-18,0,10.9
251,University of Science and Technology of China,China,1-6,0,0
251,University of South Carolina - Columbia,USA,91-112,0,0
251,University of South Florida,USA,91-112,0,0
251,University of Stuttgart,Germany,15-24,0,21.2
251,University of the Mediterranean (Aix-Marseille 2),France,8-14,0,0
251,University of Turin,Italy,5-7,0,18.9
251,University of Valencia,Spain,2-4,0,0
251,University of Vermont,USA,91-112,0,15.5
251,University of Victoria,Canada,7-18,0,0
251,University of Waterloo,Canada,7-18,0,0
251,University of York,UK,24-33,0,0
251,Washington State University - Pullman,USA,91-112,0,0
251,Wayne State University,USA,91-112,0,0
251,Western University,Canada,7-18,0,0
251,Yeshiva University,USA,91-112,0,0
251,Yonsei University,South-Korea,2-3,0,0
251,Zhejiang University,China,1-6,0,0
151,Aristotle University of Thessaloniki,Greece,2,0,0
151,Autonomous University of Barcelona,Spain,5-6,0,0
151,Bar-Ilan University,Israel,5-6,0,0
151,Ben-Gurion University of the Negev,Israel,5-6,0,0
151,Brigham Young University,USA,113-138,0,10.9
151,Chalmers University of Technology,Sweden,8-9,0,0
151,City University of Hong Kong,China-hk,4-5,0,0
151,City University of New York City College,USA,113-138,0,34.6
151,Clemson University,USA,113-138,0,0
151,Technical University Darmstadt,Germany,25-36,0,17.3
151,Dresden University of Technology,Germany,25-36,0,0
151,Ecole National Superieure Mines - Paris,France,15-19,0,16.4
151,Eotvos Lorand University,Hungary,1-2,0,17.3
151,Federal University of Minas Gerais,Brazil,3-4,0,0
151,Federal University of Rio de Janeiro,Brazil,3-4,0,0
151,Flinders University,Australia,10-13,0,17.3
151,Fudan University,China,7-8,0,0
151,Georgetown University,USA,113-138,0,0
151,Hanyang University,South-Korea,4-7,0,0
151,Henri Poincare University (Nancy 1),France,15-19,0,13.4
151,Hiroshima University,Japan,12-19,0,0
151,Indian Institute of Science,India,1,0,0
151,Indiana University-Purdue University at Indianapolis,USA,113-138,0,0
151,Jagiellonian University,Poland,1-2,0,12.2
151,Kanazawa University,Japan,12-19,0,0
151,Kansas State University,USA,113-138,0,0
151,Korea University,South-Korea,4-7,0,0
151,Medical University of South Carolina,USA,113-138,0,0
151,Nagasaki University,Japan,12-19,0,13.4
151,Nanyang Technological University,Singapore,2,0,0
151,National Chiao Tung University,China-tw,4,0,0
151,Niigata University,Japan,12-19,0,0
151,Okayama University,Japan,12-19,0,0
151,Pohang University of Science and Technology,South-Korea,4-7,0,0
151,Polytechnic Institute of Milan,Italy,8-13,0,9.5
151,Polytechnic University of Valencia,Spain,5-6,0,0
151,Saint Louis University,USA,113-138,0,0
151,Saint Petersburg State University,Russia,2,0,26.8
151,San Diego State University,USA,113-138,0,0
151,Scuola Normale Superiore - Pisa,Italy,8-13,0,0
151,Shandong University,China,7-8,0,0
151,State University of New York Health Science Center at Brooklyn,USA,113-138,0,0
151,Sungkyunkwan University,South-Korea,4-7,0,0
151,Swedish University of Agricultural Sciences,Sweden,8-9,0,0
151,Syracuse University,USA,113-138,0,0
151,Technical University of Braunschweig,Germany,25-36,0,14.5
151,Temple University,USA,113-138,0,0
151,Texas Tech University,USA,113-138,0,0
151,The Hong Kong Polytechnic University,China-hk,4-5,0,0
151,The Open University,UK,34-36,0,0
151,The University of Montana - Missoula,USA,113-138,0,7.7
151,The University of Texas at Dallas,USA,113-138,0,0
151,The University of Texas Medical Branch at Galveston,USA,113-138,0,0
151,The University of Tokushima,Japan,12-19,0,0
151,Thomas Jefferson University,USA,113-138,0,0
151,Tokyo Medical and Dental University,Japan,12-19,0,0
151,Tulane University,USA,113-138,0,0
151,University College Cork,Ireland,2-3,0,0
151,University College Dublin,Ireland,2-3,0,0
151,University of Alaska - Fairbanks,USA,113-138,0,0
151,University of Arkansas at Fayetteville,USA,113-138,0,0
151,University of Bayreuth,Germany,25-36,0,0
151,University of Bielefeld,Germany,25-36,0,0
151,University of Bremen,Germany,25-36,0,0
151,University of Duisburg-Essen,Germany,25-36,0,0
151,University of Exeter,UK,34-36,0,0
151,University of Ferrara,Italy,8-13,0,0
151,University of Genova,Italy,8-13,0,0
151,University of Giessen,Germany,25-36,0,0
151,University of Graz,Austria,4,0,10.9
151,University of Jena,Germany,25-36,0,0
151,University of Konstanz,Germany,25-36,0,0
151,University of Maastricht,Netherlands,10-11,0,0
151,University of Naples Federico II,Italy,8-13,0,0
151,University of Nebraska Medical Center,USA,113-138,0,0
151,University of Nevada - Reno,USA,113-138,0,0
151,University of New Hampshire - Durham,USA,113-138,0,0
151,University of Newcastle,Australia,10-13,0,0
151,University of Oklahoma - Norman,USA,113-138,0,0
151,University of Oulu,Finland,2-3,0,13.4
151,University of Palermo,Italy,8-13,0,0
151,University of Paris Dauphine (Paris 9),France,15-19,0,0
151,University of Provence (Aix-Marseille 1),France,15-19,0,16.4
151,University of Regensburg,Germany,25-36,0,0
151,University of Rennes 1,France,15-19,0,0
151,University of Rhode Island,USA,113-138,0,0
151,University of Southern Denmark,Denmark,4,0,0
151,University of Surrey,UK,34-36,0,0
151,University of Szeged,Hungary,1-2,0,0
151,University of Tasmania,Australia,10-13,0,0
151,University of the Witwatersrand,South-Africa,2,0,21.9
151,University of Turku,Finland,2-3,0,0
151,University of Twente,Netherlands,10-11,0,0
151,University of Ulm,Germany,25-36,0,0
151,University of Warsaw,Poland,1-2,0,18.9
151,University of Wollongong,Australia,10-13,0,0
151,Vrije University Brussel,Belgium,7,0,15.5
151,Wake Forest University,USA,113-138,0,0
151,Waseda University,Japan,12-19,0,0
51,Auburn University,USA,139-152,0,0
51,Boston College,USA,139-152,0,0
51,Brunel University,UK,37-40,0,0
51,Carleton University,Canada,19-22,0,0
51,Catholic University of Chile,Chile,1-2,0,0
51,Catholic University of the Sacred Heart,Italy,14-21,0,0
51,Chang Gung University,China-tw,5-7,0,0
51,Chiba University,Japan,20-31,0,0
51,China Agricultural University,China,9-18,0,0
51,Curtin University of Technology,Australia,14-17,0,0
51,Dalian University of Technology,China,9-18,0,0
51,Drexel University,USA,139-152,0,0
51,Ecole Normale Superieure - Lyon,France,20-23,0,0
51,Ehime University,Japan,20-31,0,0
51,Eindhoven University of Technology,Netherlands,12,0,0
51,Federal University of Rio Grande do Sul,Brazil,5-6,0,0
51,Gifu University,Japan,20-31,0,0
51,Gunma University,Japan,20-31,0,0
51,Hannover Medical School,Germany,37-40,0,0
51,Harbin Institute of Technology,China,9-18,0,0
51,Huazhong University of Science and Technology,China,9-18,0,0
51,Indian Institute of Technology Kharagpur,India,2,0,0
51,Istanbul University,Turkey,1,0,15.5
51,James Cook University,Australia,14-17,0,0
51,Jilin University,China,9-18,0,0
51,Kagoshima University,Japan,20-31,0,0
51,King Saud University,Saudi-Arabia,1,0,0
51,Kumamoto University,Japan,20-31,0,0
51,Kyungpook National University,South-Korea,8-9,0,0
51,La Trobe University,Australia,14-17,0,0
51,Lanzhou University,China,9-18,0,0
51,Lehigh University,USA,139-152,0,0
51,Linkoping University,Sweden,10-11,0,0
51,Massey University,New-Zealand,3-5,0,0
51,Medical College of Wisconsin,USA,139-152,0,0
51,Medical University of Graz,Austria,5-7,0,0
51,Medical University of Innsbruck,Austria,5-7,0,0
51,Montana State University - Bozeman,USA,139-152,0,0
51,Nankai University,China,9-18,0,0
51,Nara Institute of Science and Technology,Japan,20-31,0,0
51,National Central University,China-tw,5-7,0,0
51,National Yang Ming University,China-tw,5-7,0,0
51,Nihon University,Japan,20-31,0,0
51,Northeastern University,USA,139-152,0,0
51,Osaka City University,Japan,20-31,0,0
51,Osaka Prefecture University,Japan,20-31,0,0
51,Polytechnic University of Turin,Italy,14-21,0,0
51,Pusan National University,South-Korea,8-9,0,0
51,Royal Holloway U. of London,UK,37-40,0,0
51,Sao Paulo State University,Brazil,5-6,0,0
51,Sichuan University,China,9-18,0,0
51,Southern Methodist University,USA,139-152,0,13.4
51,Stockholm School of Economics,Sweden,10-11,0,0
51,Sun Yat-sen University,China,9-18,0,0
51,Swinburne University of Technology,Australia,14-17,0,0
51,The University of Connecticut Health Center,USA,139-152,0,0
51,Tianjin University,China,9-18,0,0
51,Tokyo University of Agriculture and Technology,Japan,20-31,0,0
51,University of Bari,Italy,14-21,0,0
51,University of Canterbury,New-Zealand,3-5,0,0
51,University of Chile,Chile,1-2,0,9.5
51,University of Dortmund,Germany,37-40,0,0
51,University of Eastern Finland,Finland,4-5,0,0
51,University of Essex,UK,37-40,0,15.5
51,University of Fribourg,Switzerland,8,0,0
51,University of Granada,Spain,7-11,0,0
51,University of Greifswald,Germany,37-40,0,0
51,University of Haifa,Israel,7,0,0
51,University of Hannover,Germany,37-40,0,0
51,University of Hertfordshire,UK,37-40,0,0
51,University of Jyvaskyla,Finland,4-5,0,0
51,University of Kansas Medical Center,USA,139-152,0,0
51,University of KwaZulu-Natal,South-Africa,3,0,0
51,University of Lille 1,France,20-23,0,0
51,University of Lisbon,Portugal,1-2,0,0
51,University of Ljubljana,Slovenia,1,0,0
51,University of Louisville,USA,139-152,0,0
51,University of Maryland Baltimore County,USA,139-152,0,0
51,University of Nice Sophia Antipolis,France,20-23,0,0
51,University of Parma,Italy,14-21,0,0
51,University of Pavia,Italy,14-21,0,0
51,University of Perugia,Italy,14-21,0,0
51,University of Pompeu Fabra,Spain,7-11,0,0
51,University of Porto,Portugal,1-2,0,0
51,University of Quebec,Canada,19-22,0,0
51,University of Roma - Tor Vergata,Italy,14-21,0,0
51,University of Santiago Compostela,Spain,7-11,0,0
51,University of Sevilla,Spain,7-11,0,0
51,University of Sherbrooke,Canada,19-22,0,0
51,University of Siena,Italy,14-21,0,0
51,University of Tehran,Iran,1,0,14.5
51,University of Tromso,Norway,4,0,0
51,University of Wyoming,USA,139-152,0,0
51,University of Zaragoza,Spain,7-11,0,0
51,Utah State University,USA,139-152,0,0
51,Victor Segalen Bordeaux 2 University,France,20-23,0,0
51,Victoria University of Wellington,New-Zealand,3-5,0,13.4
51,Vienna University of Technology,Austria,5-7,0,0
51,Yamaguchi University,Japan,20-31,0,0
51,York University,Canada,19-22,0,0
