World Rank,Institution,Country,National Rank,Total Score,Additional Score
457,Karolinska Institute,Sweden,1,32.7,23.3
456,University of California Irvine,USA,31,32.4,0
455,The University of Texas Southwestern Medical Center at Dallas,USA,32,31.4,19.3
454,University of California Davis,USA,33,31.3,0
454,University of Southern California,USA,33,31.3,0
452,Vanderbilt University,USA,35,31,16
451,Technical University Munich,Germany,1,30.6,36.3
450,The University of Edinburgh,UK,6,30.5,21.4
449,Carnegie Mellon University,USA,36,30.4,33
449,Utrecht University,Netherlands,1,30.4,23.9
447,Pennsylvania State University - University Park,USA,37,30.2,10.7
447,University of Heidelberg,Germany,2,30.2,14.1
447,University of Melbourne,Australia,1,30.2,17.7
444,Purdue University - West Lafayette,USA,38,30.1,14.1
443,McGill University,Canada,3,29.9,31.6
442,The Hebrew University of Jerusalem,Israel,1,29.8,33.4
441,University of Zurich,Switzerland,2,29.7,5.3
440,Rutgers The State University of New Jersey - New Brunswick,USA,39,29.5,10.7
440,University of Munich,Germany,3,29.5,26.7
440,University of Pittsburgh,USA,39,29.5,19.3
437,University of Bristol,UK,7,29.2,7.6
436,The Ohio State University - Columbus,USA,41,29,13.1
435,The Australian National University,Australia,2,28.9,14.1
434,Brown University,USA,42,28.8,15.1
434,King's College London,UK,8,28.8,13.1
432,University of Geneva,Switzerland,3,28.7,22.7
432,University of Oslo,Norway,1,28.7,18.5
430,Ecole Normale Superieure - Paris,France,3,28.5,51
430,University of Florida,USA,43,28.5,17.7
428,Uppsala University,Sweden,2,28,18.5
427,Leiden University,Netherlands,2,27.8,18.5
426,Boston University,USA,44,27.4,12
425,University of Helsinki,Finland,1,27.2,13.1
424,Technion-Israel Institute of Technology,Israel,2,26.6,20.7
423,University of Arizona,USA,45,26.5,15.1
422,Arizona State University - Tempe,USA,46,26.1,0
422,Moscow State University,Russia,1,26.1,43.1
420,Aarhus University,Denmark,2,26,12
419,Stockholm University,Sweden,3,25.8,25.1
418,University of Basel,Switzerland,4,25.6,20
418,University of Nottingham,UK,9,25.6,12
416,Ghent University,Belgium,1,25.5,5.3
416,Indiana University Bloomington,USA,47,25.5,10.7
416,Osaka University,Japan,3,25.5,9.3
416,The University of Queensland,Australia,3,25.5,13.1
416,University of Utah,USA,47,25.5,0
411,University of Rochester,USA,49,25.4,25.6
410,The University of Western Australia,Australia,4,25,14.1
409,McMaster University,Canada,4,24.9,13.1
409,Michigan State University,USA,50,24.9,9.3
409,Rice University,USA,50,24.9,16.9
409,University of Groningen,Netherlands,3,24.9,0
409,Weizmann Institute of Science,Israel,3,24.9,13.1
404,University of Strasbourg,France,4,24.7,26.2
404,University of Sydney,Australia,5,24.7,15.1
402,Case Western Reserve University,USA,52,24.6,31.6
401,University of Freiburg,Germany,4,24.3,19.3
376,Baylor College of Medicine,USA,53-67,0,0
376,Catholic University of Leuven,Belgium,2-4,0,0
376,Catholic University of Louvain,Belgium,2-4,0,10.7
376,Emory University,USA,53-67,0,0
376,Georgia Institute of Technology,USA,53-67,0,13.1
376,Hokkaido University,Japan,4-7,0,12
376,Joseph Fourier University (Grenoble 1),France,5-6,0,0
376,London School of Economics and Political Science,UK,10-14,0,20.7
376,Lund University,Sweden,4,0,22
376,Mayo Medical School,USA,53-67,0,0
376,Monash University,Australia,6-7,0,0
376,Nagoya University,Japan,4-7,0,22.7
376,National Taiwan University,China-tw,1,0,12
376,National University of Singapore,Singapore,1,0,0
376,Oregon State University,USA,53-67,0,10.7
376,Radboud University Nijmegen,Netherlands,4-7,0,16.9
376,Seoul National University,South-Korea,1,0,0
376,Swiss Federal Institute of Technology of Lausanne,Switzerland,5,0,0
376,Tel Aviv University,Israel,4,0,0
376,Texas A&M University - College Station,USA,53-67,0,0
376,The University of Georgia,USA,53-67,0,0
376,The University of Sheffield,UK,10-14,0,18.5
376,The University of Texas M. D. Anderson Cancer Center,USA,53-67,0,0
376,Tohoku University,Japan,4-7,0,15.1
376,Tokyo Institute of Technology,Japan,4-7,0,13.1
376,Tufts University,USA,53-67,0,15.1
376,University Libre Bruxelles,Belgium,2-4,0,16.9
376,University of Alberta,Canada,5-6,0,12
376,University of Amsterdam,Netherlands,4-7,0,5.3
376,University of Birmingham,UK,10-14,0,19.3
376,University of Bonn,Germany,5-8,0,16
376,University of California Riverside,USA,53-67,0,13.1
376,University of California Santa Cruz,USA,53-67,0,0
376,University of Frankfurt,Germany,5-8,0,31.6
376,University of Goettingen,Germany,5-8,0,28.3
376,University of Iowa,USA,53-67,0,0
376,University of Liverpool,UK,10-14,0,17.7
376,University of Massachusetts Amherst,USA,53-67,0,14.1
376,University of Massachusetts Medical School - Worcester,USA,53-67,0,0
376,University of Montreal,Canada,5-6,0,12
376,University of Muenster,Germany,5-8,0,20
376,University of New South Wales,Australia,6-7,0,0
376,University of Paris Diderot (Paris 7),France,5-6,0,12
376,University of Pisa,Italy,1-2,0,14.1
376,University of Roma - La Sapienza,Italy,1-2,0,12
376,University of Sao Paulo,Brazil,1,0,0
376,University of Sussex,UK,10-14,0,0
376,University of Virginia,USA,53-67,0,0
376,University of Wageningen,Netherlands,4-7,0,0
376,VU University Amsterdam,Netherlands,4-7,0,0
326,Aix Marseille University,France,7-8,0,14.1
326,Cardiff University,UK,15-19,0,0
326,Colorado State University,USA,68-85,0,0
326,Dartmouth College,USA,68-85,0,18.5
326,Erasmus University,Netherlands,8,0,0
326,Florida State University,USA,68-85,0,0
326,Fudan University,China,1-5,0,0
326,George Mason University,USA,68-85,0,0
326,Iowa State University,USA,68-85,0,0
326,King Saud University,Saudi-Arabia,1,0,0
326,Kyushu University,Japan,8-9,0,0
326,Mount Sinai School of Medicine,USA,68-85,0,0
326,National Autonomous University of Mexico,Mexico,1,0,13.1
326,North Carolina State University - Raleigh,USA,68-85,0,0
326,Oregon Health and Science University,USA,68-85,0,0
326,Peking University,China,1-5,0,0
326,Shanghai Jiao Tong University,China,1-5,0,0
326,State University of New York at Stony Brook,USA,68-85,0,0
326,Technical University of Denmark,Denmark,3,0,5.3
326,The Chinese University of Hong Kong,China-hk,1,0,0
326,The University of Glasgow,UK,15-19,0,7.6
326,The University of Texas Health Science Center at Houston,USA,68-85,0,0
326,Tsinghua University,China,1-5,0,10.7
326,University of Bern,Switzerland,6,0,13.1
326,University of Buenos Aires,Argentina,1,0,15.1
326,University of Delaware,USA,68-85,0,10.7
326,University of Gothenburg,Sweden,5,0,0
326,University of Hamburg,Germany,9-14,0,12
326,University of Hawaii at Manoa,USA,68-85,0,0
326,University of Illinois at Chicago,USA,68-85,0,0
326,University of Kiel,Germany,9-14,0,10.7
326,University of Koeln,Germany,9-14,0,0
326,University of Leeds,UK,15-19,0,17.7
326,University of Mainz,Germany,9-14,0,0
326,University of Maryland Baltimore,USA,68-85,0,0
326,University of Miami,USA,68-85,0,0
326,University of Milan,Italy,3-4,0,17.7
326,University of Padua,Italy,3-4,0,0
326,University of Paris Descartes (Paris 5),France,7-8,0,12
326,University of Southampton,UK,15-19,0,0
326,University of Tennessee - Knoxville,USA,68-85,0,10.7
326,University of Tsukuba,Japan,8-9,0,0
326,University of Tuebingen,Germany,9-14,0,23.3
326,University of Vienna,Austria,1,0,14.1
326,University of Warwick,UK,15-19,0,0
326,University of Waterloo,Canada,7,0,0
326,University of Wuerzburg,Germany,9-14,0,20
326,Virginia Commonwealth University,USA,68-85,0,10.7
326,Virginia Polytechnic Institute and State University,USA,68-85,0,12
326,Zhejiang University,China,1-5,0,0
251,Autonomous University of Barcelona,Spain,1-4,0,0
251,Autonomous University of Madrid,Spain,1-4,0,0
251,Brandeis University,USA,86-108,0,20
251,Charles University in Prague,Czech,1,0,9.3
251,Claude Bernard University Lyon 1,France,9-16,0,10.7
251,Complutense University of Madrid,Spain,1-4,0,20
251,Dalhousie University,Canada,8-16,0,0
251,Delft University of Technology,Netherlands,9-10,0,12
251,Dresden University of Technology,Germany,15-23,0,0
251,Ecole Normale Superieure - Lyon,France,9-16,0,0
251,Ecole Polytechnique,France,9-16,0,17.7
251,Karlsruhe Institute of Technology (KIT),Germany,15-23,0,0
251,King Abdulaziz University,Saudi-Arabia,2,0,0
251,Kobe University,Japan,10,0,15.1
251,Korea Advanced Institute of Science and Technology,South-Korea,2-4,0,0
251,Laval University,Canada,8-16,0,0
251,Louisiana State University - Baton Rouge,USA,86-108,0,0
251,Macquarie University,Australia,8-9,0,0
251,Medical University of Vienna,Austria,2-3,0,9.3
251,Nanjing University,China,6-8,0,0
251,Nanyang Technological University,Singapore,2,0,0
251,National Tsing Hua University,China-tw,2,0,13.1
251,Newcastle University,UK,20-29,0,0
251,Norwegian University of Science and Technology,Norway,2-3,0,14.1
251,Paul Sabatier University (Toulouse 3),France,9-16,0,0
251,Polytechnic Institute of Milan,Italy,5-9,0,7.6
251,Queen Mary U. of London,UK,20-29,0,18.5
251,Queen's University,Canada,8-16,0,0
251,Rensselaer Polytechnic Institute,USA,86-108,0,13.1
251,Royal Institute of Technology,Sweden,6-8,0,0
251,RWTH Aachen University,Germany,15-23,0,0
251,Scuola Normale Superiore - Pisa,Italy,5-9,0,0
251,Simon Fraser University,Canada,8-16,0,0
251,State University of New York at Buffalo,USA,86-108,0,0
251,Sun Yat-sen University,China,6-8,0,0
251,Sungkyunkwan University,South-Korea,2-4,0,0
251,Swedish University of Agricultural Sciences,Sweden,6-8,0,0
251,Technical University of Berlin,Germany,15-23,0,16.9
251,The George Washington University,USA,86-108,0,12
251,The Hong Kong University of Science and Technology,China-hk,2-3,0,0
251,The University of Adelaide,Australia,8-9,0,15.1
251,The University of Alabama at Birmingham,USA,86-108,0,0
251,The University of Auckland,New-Zealand,1-2,0,14.1
251,The University of Calgary,Canada,8-16,0,0
251,The University of Connecticut - Storrs,USA,86-108,0,12
251,The University of Dundee,UK,20-29,0,0
251,The University of Hong Kong,China-hk,2-3,0,0
251,The University of New Mexico - Albuquerque,USA,86-108,0,0
251,Thomas Jefferson University,USA,86-108,0,0
251,Trinity College Dublin,Ireland,1,0,10.7
251,Umea University,Sweden,6-8,0,0
251,University of Aberdeen,UK,20-29,0,0
251,University of Antwerp,Belgium,5-6,0,0
251,University of Barcelona,Spain,1-4,0,0
251,University of Bergen,Norway,2-3,0,0
251,University of Bologna,Italy,5-9,0,0
251,University of Bordeaux,France,9-16,0,0
251,University of Cape Town,South-Africa,1,0,19.3
251,University of Central Florida,USA,86-108,0,0
251,University of Cincinnati,USA,86-108,0,0
251,University of Colorado at Denver,USA,86-108,0,0
251,University of Duesseldorf,Germany,15-23,0,12
251,University of Durham,UK,20-29,0,0
251,University of East Anglia,UK,20-29,0,14.1
251,University of Erlangen-Nuremberg,Germany,15-23,0,0
251,University of Exeter,UK,20-29,0,0
251,University of Florence,Italy,5-9,0,0
251,University of Guelph,Canada,8-16,0,0
251,University of Houston,USA,86-108,0,0
251,University of Innsbruck,Austria,2-3,0,0
251,University of Kansas - Lawrence,USA,86-108,0,12
251,University of Kentucky,USA,86-108,0,10.7
251,University of Lausanne,Switzerland,7,0,0
251,University of Leicester,UK,20-29,0,0
251,University of Leipzig,Germany,15-23,0,12
251,University of Liege,Belgium,5-6,0,7.6
251,University of Lorraine,France,9-16,0,12
251,University of Maastricht,Netherlands,9-10,0,0
251,University of Marburg,Germany,15-23,0,10.7
251,University of Medicine and Dentistry New Jersey,USA,86-108,0,0
251,University of Missouri - Columbia,USA,86-108,0,9.3
251,University of Montpellier 2,France,9-16,0,10.7
251,University of Nebraska - Lincoln,USA,86-108,0,17.7
251,University of Notre Dame,USA,86-108,0,13.1
251,University of Oregon,USA,86-108,0,9.3
251,University of Otago,New-Zealand,1-2,0,0
251,University of Ottawa,Canada,8-16,0,0
251,University of Paris Dauphine (Paris 9),France,9-16,0,16
251,University of Saskatchewan,Canada,8-16,0,9.3
251,University of Science and Technology of China,China,6-8,0,0
251,University of South Florida,USA,86-108,0,0
251,University of Southern Denmark,Denmark,4,0,0
251,University of St Andrews,UK,20-29,0,10.7
251,University of Stuttgart,Germany,15-23,0,19.3
251,University of Turin,Italy,5-9,0,16
251,University of York,UK,20-29,0,0
251,Washington State University - Pullman,USA,86-108,0,0
251,Western University,Canada,8-16,0,0
251,Yeshiva University,USA,86-108,0,0
251,Yonsei University,South-Korea,2-4,0,0
151,Aristotle University of Thessaloniki,Greece,1-2,0,0
151,Bar-Ilan University,Israel,5-6,0,0
151,Beijing Normal University,China,9-16,0,16
151,Ben-Gurion University of the Negev,Israel,5-6,0,0
151,Brigham Young University,USA,109-131,0,9.3
151,Chalmers University of Technology,Sweden,9-10,0,0
151,Chang Gung University,China-tw,3-5,0,0
151,China Agricultural University,China,9-16,0,0
151,City University of Hong Kong,China-hk,4-5,0,0
151,City University of New York City College,USA,109-131,0,29.8
151,Clemson University,USA,109-131,0,0
151,Eindhoven University of Technology,Netherlands,11-12,0,0
151,Eotvos Lorand University,Hungary,1,0,14.1
151,Federal University of Minas Gerais,Brazil,2-5,0,0
151,Federal University of Rio de Janeiro,Brazil,2-5,0,0
151,Flinders University,Australia,10-16,0,16
151,Georgetown University,USA,109-131,0,0
151,Griffith University,Australia,10-16,0,0
151,Hanyang University,South-Korea,5-7,0,0
151,Harbin Institute of Technology,China,9-16,0,0
151,Hiroshima University,Japan,11-15,0,0
151,Huazhong University of Science and Technology,China,9-16,0,0
151,Indian Institute of Science,India,1,0,0
151,Industrial Physics and Chemistry Higher Educational Institution - Paris,France,17-18,0,7.6
151,Jagiellonian University,Poland,1-2,0,10.7
151,James Cook University,Australia,10-16,0,0
151,Jilin University,China,9-16,0,0
151,Kansas State University,USA,109-131,0,0
151,Keio University,Japan,11-15,0,0
151,King Fahd University of Petroleum & Minerals,Saudi-Arabia,3,0,0
151,Korea University,South-Korea,5-7,0,0
151,Lancaster University,UK,30-33,0,0
151,Linkoping University,Sweden,9-10,0,0
151,Medical University of South Carolina,USA,109-131,0,0
151,National and Kapodistrian University of Athens,Greece,1-2,0,0
151,National Cheng Kung University,China-tw,3-5,0,0
151,National Chiao Tung University,China-tw,3-5,0,0
151,Northeastern University,USA,109-131,0,0
151,Okayama University,Japan,11-15,0,0
151,Pohang University of Science and Technology,South-Korea,5-7,0,0
151,Polytechnic University of Valencia,Spain,5-8,0,0
151,Queen's University Belfast,UK,30-33,0,18.5
151,Saint Louis University,USA,109-131,0,0
151,Saint Petersburg State University,Russia,2,0,27.8
151,San Diego State University,USA,109-131,0,0
151,Sao Paulo State University,Brazil,2-5,0,0
151,Shandong University,China,9-16,0,0
151,Sichuan University,China,9-16,0,0
151,State University of Campinas,Brazil,2-5,0,0
151,State University of New York at Albany,USA,109-131,0,0
151,State University of New York Health Science Center at Brooklyn,USA,109-131,0,0
151,Swinburne University of Technology,Australia,10-16,0,0
151,Syracuse University,USA,109-131,0,0
151,Technical University Darmstadt,Germany,24-30,0,15.1
151,Temple University,USA,109-131,0,0
151,The Hong Kong Polytechnic University,China-hk,4-5,0,0
151,The University of Montana - Missoula,USA,109-131,0,5.3
151,The University of Reading,UK,30-33,0,0
151,The University of Texas at Dallas,USA,109-131,0,0
151,The University of Texas Health Science Center at San Antonio,USA,109-131,0,0
151,Tokyo Medical and Dental University,Japan,11-15,0,0
151,Tulane University,USA,109-131,0,0
151,University College Cork,Ireland,2-3,0,0
151,University College Dublin,Ireland,2-3,0,0
151,University of Bath,UK,30-33,0,0
151,University of Belgrade,Serbia,1,0,0
151,University of Bochum,Germany,24-30,0,0
151,University of Genova,Italy,10-12,0,0
151,University of Giessen,Germany,24-30,0,0
151,University of Granada,Spain,5-8,0,0
151,University of Halle-Wittenberg,Germany,24-30,0,0
151,University of Konstanz,Germany,24-30,0,0
151,University of Lisbon,Portugal,1-2,0,0
151,University of Manitoba,Canada,17-18,0,0
151,University of Naples Federico II,Italy,10-12,0,0
151,University of Newcastle,Australia,10-16,0,0
151,University of Nice Sophia Antipolis,France,17-18,0,0
151,University of Oklahoma - Norman,USA,109-131,0,0
151,University of Oulu,Finland,2-3,0,12
151,University of Perugia,Italy,10-12,0,0
151,University of Pompeu Fabra,Spain,5-8,0,0
151,University of Porto,Portugal,1-2,0,0
151,University of Regensburg,Germany,24-30,0,0
151,University of Rhode Island,USA,109-131,0,0
151,University of South Carolina - Columbia,USA,109-131,0,0
151,University of Tasmania,Australia,10-16,0,0
151,University of the Witwatersrand,South-Africa,2,0,19.3
151,University of Turku,Finland,2-3,0,0
151,University of Twente,Netherlands,11-12,0,0
151,University of Ulm,Germany,24-30,0,0
151,University of Valencia,Spain,5-8,0,0
151,University of Vermont,USA,109-131,0,14.1
151,University of Victoria,Canada,17-18,0,0
151,University of Warsaw,Poland,1-2,0,16
151,University of Wollongong,Australia,10-16,0,0
151,Vrije University Brussel,Belgium,7,0,14.1
151,Wake Forest University,USA,109-131,0,0
151,Waseda University,Japan,11-15,0,0
151,Wayne State University,USA,109-131,0,0
151,Xian Jiao Tong University,China,9-16,0,0
51,Auburn University,USA,132-149,0,0
51,Beihang University,China,17-28,0,0
51,Boston College,USA,132-149,0,0
51,Cairo University,Egypt,1,0,20
51,Carleton University,Canada,19-23,0,0
51,Catholic University of Chile,Chile,1-2,0,0
51,Catholic University of Korea,South-Korea,8-11,0,0
51,Catholic University of the Sacred Heart,Italy,13-19,0,0
51,Central South University,China,17-28,0,0
51,China Medical University,China-tw,6-9,0,0
51,Concordia University,Canada,19-23,0,0
51,Curtin University of Technology,Australia,17-19,0,0
51,Dalian University of Technology,China,17-28,0,0
51,Drexel University,USA,132-149,0,0
51,Ecole National Superieure Mines - Paris,France,19-20,0,14.1
51,Federal University of Rio Grande do Sul,Brazil,6,0,0
51,Hannover Medical School,Germany,31-38,0,0
51,Indiana University-Purdue University at Indianapolis,USA,132-149,0,0
51,Istanbul University,Turkey,1,0,14.1
51,Kanazawa University,Japan,16-20,0,0
51,Kent State University,USA,132-149,0,0
51,King Abdullah University of Science and Technology,Saudi-Arabia,4,0,0
51,Kyung Hee University,South-Korea,8-11,0,0
51,Kyungpook National University,South-Korea,8-11,0,0
51,La Trobe University,Australia,17-19,0,0
51,Lanzhou University,China,17-28,0,0
51,Lehigh University,USA,132-149,0,0
51,London School of Hygiene and Tropical Medicine,UK,34-37,0,7.6
51,Massey University,New-Zealand,3-5,0,0
51,Medical College of Wisconsin,USA,132-149,0,0
51,Medical University of Graz,Austria,4-7,0,0
51,Medical University of Innsbruck,Austria,4-7,0,0
51,Nagasaki University,Japan,16-20,0,12
51,Nankai University,China,17-28,0,0
51,National Central University,China-tw,6-9,0,0
51,National Sun Yat-Sen University,China-tw,6-9,0,0
51,National Yang Ming University,China-tw,6-9,0,0
51,Niigata University,Japan,16-20,0,0
51,Osaka City University,Japan,16-20,0,16
51,Peking Union Medical College,China,17-28,0,0
51,Polytechnic University of Turin,Italy,13-19,0,0
51,Pusan National University,South-Korea,8-11,0,0
51,South China University of Technology,China,17-28,0,0
51,Southeast University,China,17-28,0,0
51,Southern Methodist University,USA,132-149,0,12
51,Stockholm School of Economics,Sweden,11,0,0
51,Technical University of Braunschweig,Germany,31-38,0,13.1
51,Technical University of Lisbon,Portugal,3-4,0,0
51,Texas Tech University,USA,132-149,0,0
51,The Open University,UK,34-37,0,0
51,The University of Texas Medical Branch at Galveston,USA,132-149,0,0
51,The University of Tokushima,Japan,16-20,0,0
51,Tianjin University,China,17-28,0,0
51,Tongji University,China,17-28,0,0
51,University of Alaska - Fairbanks,USA,132-149,0,0
51,University of Arkansas at Fayetteville,USA,132-149,0,0
51,University of Bayreuth,Germany,31-38,0,0
51,University of Bielefeld,Germany,31-38,0,0
51,University of Bremen,Germany,31-38,0,0
51,University of Canterbury,New-Zealand,3-5,0,0
51,University of Chile,Chile,1-2,0,7.6
51,University of Coimbra,Portugal,3-4,0,0
51,University of Duisburg-Essen,Germany,31-38,0,0
51,University of Eastern Finland,Finland,4-5,0,0
51,University of Essex,UK,34-37,0,20
51,University of Ferrara,Italy,13-19,0,0
51,University of Graz,Austria,4-7,0,7.6
51,University of Haifa,Israel,7,0,0
51,University of Hannover,Germany,31-38,0,0
51,University of Idaho,USA,132-149,0,0
51,University of Jena,Germany,31-38,0,0
51,University of Jyvaskyla,Finland,4-5,0,0
51,University of KwaZulu-Natal,South-Africa,3,0,0
51,University of Ljubljana,Slovenia,1,0,0
51,University of Malaya,Malaysia,1,0,0
51,University of Maryland Baltimore County,USA,132-149,0,0
51,University of Milan - Bicocca,Italy,13-19,0,0
51,University of Nebraska Medical Center,USA,132-149,0,0
51,University of New Hampshire - Durham,USA,132-149,0,0
51,University of Palermo,Italy,13-19,0,0
51,University of Pavia,Italy,13-19,0,0
51,University of Quebec,Canada,19-23,0,0
51,University of Rennes 1,France,19-20,0,0
51,University of Roma - Tor Vergata,Italy,13-19,0,0
51,University of Sherbrooke,Canada,19-23,0,0
51,University of Surrey,UK,34-37,0,0
51,University of Szeged,Hungary,2,0,0
51,University of Technology Sydney,Australia,17-19,0,0
51,University of Tehran,Iran,1,0,13.1
51,University of the Basque Country,Spain,9-10,0,0
51,University of Tromso,Norway,4,0,0
51,University of Wyoming,USA,132-149,0,0
51,University of Zagreb,Croatia,1,0,0
51,University of Zaragoza,Spain,9-10,0,0
51,Utah State University,USA,132-149,0,0
51,Victoria University of Wellington,New-Zealand,3-5,0,12
51,Vienna University of Technology,Austria,4-7,0,0
51,Wuhan University,China,17-28,0,0
51,Xiamen University,China,17-28,0,0
51,York University,Canada,19-23,0,0
